image_name,actual,prediction,confidence,reason
CH_01_DIS_104.jpg,Real,Fake,0.42,"The cyclone named 'Asna' occurred in late August / early September 2024, but the date shown on the photocard is '৩১ আগস্ট ২০২৪' with the wrong spelling/formatting of the year '২০২৪' containing an altered '৪' character or unusual font artifact, and the cyclone 'Asna' (আাসনা/আস্না) naming convention is historically inaccurate or misspelled in the headline."
CH_01_DIS_110.jpg,Real,Real,0.26,"The photocard exhibits standard Channel 24 branding and visual template consistency, with professional Bangla typography reporting a plausible seasonal weather forecast."
CH_01_DIS_121.jpg,Real,Real,0.16,"The photocard shows consistent visual branding for Channel 24 with standard template elements, professional Bangla typography, and plausible news content regarding flood-affected agriculture."
CH_01_DIS_128.jpg,Real,Real,0.28,"The template, logo branding of Channel 24, and typography accurately match their standard broadcast graphics and digital news cards covering ongoing weather updates like cyclone Dana."
CH_01_DIS_136.jpg,Real,Real,0.19,"The outlet identity, logo branding, and visual template are consistent with professional standards, and the Bangla text matches typical broadcast news formatting for weather updates."
CH_01_DIS_173.jpg,Real,Fake,0.52,"The date '০৯ এপ্রিল ২০২৫' (April 9, 2025) refers to a future date relative to the current context, indicating a fabricated or anachronistic news photocard."
CH_01_ENT_027.jpg,Real,Fake,0.51,"The date listed at the bottom left is '১৭ জুন ২০২৬' (June 17, 2026), which is in the future, violating internal consistency and factual plausibility."
CH_01_ENT_088.jpg,Real,Real,0.26,"The photocard shows high visual and template consistency with Channel 24's standard branding, professional Bangla typography, and plausible content regarding public figures reacting to the July 2024 quota movement."
CH_01_ENT_099.jpg,Real,Real,0.34,"The photocard displays the authentic Channel 24 logo, professional font styling consistent with their template, and plausible celebrity news content aligning with standard entertainment journalism."
CH_01_ENT_135.jpg,Real,Real,0.31,"The outlet branding matches Channel 24 precisely, and the language quality and visual template consistency align with professional Bangla newsroom standards."
CH_01_ENT_147.jpg,Real,Fake,0.47,"The headline uses a sensational clickbait tone ('নেটদুনিয়ায় ভিডিও ভাইরাল') and unnatural phrasing atypical of professional editorial style, and the date shown (৩০ ডিসেম্বর ২০২৪) indicates an anachronistic or fabricated event."
CH_01_ENT_159.jpg,Real,Fake,0.43,"The headline uses an extreme clickbait tone atypical of professional news writing, and the visual layout shows digital editing inconsistencies in the text and branding."
CH_01_ENT_172.jpg,Real,Fake,0.54,"The language quality dimension strongly influences this verdict, as the headline uses a sensationalized, clickbait tone ('মাত্র ৮ ঘণ্টার জন্য ঢাকায় শাবনূর, কী হয়েছে অভিনেত্রীর সঙ্গে') atypical of professional news writing for Channel 24."
CH_01_HLT_004.jpg,Real,Real,0.27,"The photocard shows authentic branding for Channel 24, consistent visual templates, and standard Bangla editorial phrasing regarding a common health topic."
CH_01_HLT_018.jpg,Real,Real,0.21,"The photocard displays authentic branding consistent with Channel 24's standard template design, accurate professional typography, and plausible health information regarding head injuries."
CH_01_HLT_034.jpg,Real,Fake,0.45,"The date shown at the bottom left reads '১৭ জুন ২০২৬' (June 17, 2026), which is in the future, violating internal consistency and factual plausibility."
CH_01_HLT_038.jpg,Real,Fake,0.45,"The date shown at the bottom ('১৭ জুন ২০২৬') is in the future, rendering the photocard anachronistic and internally inconsistent."
CH_01_HLT_094.jpg,Real,Real,0.17,"The outlet identity and branding match Channel 24, and the visual template and language quality exhibit standard professional editorial style with no signs of manipulation."
CH_01_HLT_098.jpg,Real,Real,0.25,"The photocard shows consistent visual branding and typography for Channel 24, and the news content regarding monkeypox cases in Pakistan aligns with known global public health reports around late August 2024."
CH_01_HLT_109.jpg,Real,Real,0.24,"The photocard displays authentic branding of Channel 24 with standard professional formatting, layout consistency, and correct Bangla typography."
CH_01_HLT_113.jpg,Real,Real,0.17,"The photocard shows consistent visual branding of Channel 24, professional font usage, and standard editorial phrasing in Bangla regarding a common health myth."
CH_01_HLT_116.jpg,Real,Real,0.25,"The photocard displays authentic branding consistent with Channel 24's standard digital template, with clean typography and no visible signs of text editing or awkward font discrepancies."
CH_01_HLT_138.jpg,Real,Fake,0.6,"The language quality of the headline features a sensationalist, clickbait tone ('যেসব অভ্যাস নীরবে মস্তিষ্কের ভয়াবহ ক্ষতি করে') and vague instructions like 'বিস্তারিত কমেন্টে' which are atypical of professional news broadcasting standards by Channel 24."
CH_01_HLT_145.jpg,Real,Fake,0.5,The visual template and promotional banners at the bottom contain irregular design elements and mismatched branding style uncharacteristic of standard professional news photocards from Channel 24.
CH_01_HLT_150.jpg,Real,Fake,0.48,"The date shown is '৩০ ডিসেম্বর ২০২৪' (30 December 2024), which is in the future relative to the current knowledge cutoff, indicating a fabricated or prematurely generated photocard."
CH_01_HLT_176.jpg,Real,Real,0.31,"The outlet identity, logo, layout, and Bangla typography closely match Channel 24's standard news card format without visible signs of digital tampering or linguistic errors."
CH_01_HLT_182.jpg,Real,Real,0.16,"The photocard shows consistent visual branding for Channel 24, including the correct logo, professional layout, and standard Bangla editorial formatting."
CH_01_INT_036.jpg,Real,Fake,0.51,"The date shown at the bottom ('১৭ জুন ২০২৬') is in the future, and the headline attributes an extreme and implausible quote to a US ambassador, indicating fabricated content."
CH_01_INT_048.jpg,Real,Fake,0.47,"The date shown at the bottom left is '১৫ জুন ২০২৬' (June 15, 2026), which is set in the future. This internal inconsistency and anachronism indicates a fabricated photocard."
CH_01_INT_065.jpg,Real,Fake,0.41,"The factual content and internal consistency dimensions strongly indicate fabrication, as Mojtaba Khamenei is not the Supreme Leader of Iran, and the date provided ('05 June 2026') is an impossible future date."
CH_01_INT_092.jpg,Real,Real,0.25,"The photocard displays authentic branding consistent with Channel 24's standard template, and the visual layout, language quality, and content align with professional news reporting standards."
CH_01_INT_120.jpg,Real,Real,0.22,"The photocard exhibits standard Channel 24 branding and visual template consistency, alongside correct Bangla typography and a plausible news event concerning regional conflict."
CH_01_INT_123.jpg,Real,Fake,0.48,"The language quality dimension strongly influences this verdict, as the headline features sensationalized, clickbait phrasing ('এবার মুখোমুখি অবস্থানে... নেপথ্যে কী') that deviates from professional editorial standards."
CH_01_INT_141.jpg,Real,Fake,0.54,"The language and date elements present inconsistencies and stylistic anomalies typical of fabricated social media photocards, failing standard professional editorial norms."
CH_01_INT_152.jpg,Real,Real,0.28,"The outlet identity, logo branding, and visual template are consistent with Channel 24's standard news card layout, and the language quality in the headline follows professional editorial style."
CH_01_INT_155.jpg,Real,Fake,0.57,"The headline makes a bizarre, factually nonsensical comparison between a wildfire in California and events in Gaza, and the text styling and visual template are inconsistent with professional editorial standards of Channel 24."
CH_01_INT_170.jpg,Real,Fake,0.54,"The date displayed is March 28, 2025 (২৮ মার্চ ২০২৫), which is in the future relative to the image's context, and the headline phrasing resembles clickbait formatting rather than standard editorial style."
CH_01_INT_174.jpg,Real,Fake,0.45,"The date shown is 09 April 2025, which is in the future relative to the current time, indicating the photocard is fabricated."
CH_01_INT_186.jpg,Real,Fake,0.44,"The claimed death toll of over 60,430 in Gaza contradicts widely reported official figures for the timeframe, and the headline uses an unusually sensationalized phrasing atypical of professional editorial standards."
CH_01_POL_019.jpg,Real,Fake,0.4,"An examination of the 6 dimensions reveals a major anachronism in factual plausibility and internal consistency: the photocard displays a date from the future ('জুন ২০২৬ ইং'), which is inconsistent with reality and indicates digital fabrication."
CH_01_POL_064.jpg,Real,Fake,0.41,"The date shown at the bottom left ('০৫ জুন ২০২৬') is in the future, which indicates that the photocard was fabricated."
CH_01_POL_087.jpg,Real,Real,0.21,"The photocard shows consistent styling and branding matching Channel 24's standard template, and the news content regarding the student organization's website hack aligns with widely reported events during that timeframe."
CH_01_POL_132.jpg,Real,Real,0.28,"The outlet identity, logo, template consistency, and professional Bangla editorial style all align with standard news broadcasting practices from Channel 24."
CH_01_SPT_008.jpg,Real,Fake,0.58,"Factual/content plausibility and internal consistency strongly indicate fabrication, as the date given at the bottom left is '১২ জুন ২০২৬' (June 12, 2026), which is in the future relative to typical news contexts for past tournaments."
CH_01_SPT_086.jpg,Real,Real,0.32,"The outlet branding (Channel 24) and visual template consistency align well with professional broadcast standards, while the subject matter reflects typical sports reporting accurately."
CH_01_SPT_112.jpg,Real,Real,0.22,"The outlet identity, logo, and visual template are consistent with standard Channel 24 branding and professional publishing style without noticeable digital editing artifacts."
CH_01_SPT_157.jpg,Real,Fake,0.52,"The language quality and phrasing of the headline exhibit a clickbait tone atypical of professional news writing, and the claim regarding the player lacks plausibility and internal consistency."
CH_01_SPT_178.jpg,Real,Fake,0.46,"The date '২৯ জুন ২০২৫' (June 29, 2025) is in the future relative to the present knowledge cutoff, indicating fabrication in the internal consistency and content plausibility dimensions."
DS_01_BIZ_008.jpg,Real,Fake,0.47,"The date listed is 'জুন ৭, ২০২৬' (June 7, 2026), which is set in the future, making the photocard anachronistic and fabricated."
DS_01_BIZ_013.jpg,Real,Fake,0.43,"The date '২৬ মে ২০২৬' in the photocard references a future year (2026), making the internal consistency and factual plausibility highly suspicious."
DS_01_BIZ_020.jpg,Real,Fake,0.41,"The date format in Bengali at the top left ('জুন ৬, ২০২৬') indicates a future year, which strongly points to a fabricated photocard violating internal consistency and factual plausibility."
DS_01_BIZ_027.jpg,Real,Fake,0.43,"The date displayed is November 18, 2025, which is in the future relative to the current time, making the photocard anachronistic and fake."
DS_01_BIZ_032.jpg,Real,Real,0.3,"The typography, logo branding for The Daily Star Bangla, and visual template design are consistent with professional publishing standards and show no signs of digital tampering."
DS_01_BIZ_081.jpg,Real,Real,0.18,"The outlet identity, font styling, and professional Bangla editorial language match standard Daily Star Bangla online social media templates and real reported news regarding BTCL bandwidth upgrades."
DS_01_BIZ_117.jpg,Real,Fake,0.46,"The language quality dimension strongly indicates fabrication, as professional news outlets like The Daily Star do not use clickbait calls to action like 'বিস্তারিত কমেন্টে' (details in comments) on their standard photocards."
DS_01_BIZ_127.jpg,Real,Real,0.24,"The typography, logo branding for The Daily Star Bangla, and visual template are consistent with their standard professional photocard style, and the financial news content regarding ADB is entirely plausible."
DS_01_BIZ_151.jpg,Real,Real,0.26,"The photocard shows flawless outlet branding from The Daily Star Bangla, professional template consistency, and correct Bangla typography without any editing artifacts."
DS_01_CRM_003.jpg,Real,Real,0.23,"The typography, logo branding, and layout closely match authentic Daily Star Bangla templates, and the visual elements show high internal consistency with no noticeable digital tampering artifacts."
DS_01_CRM_046.jpg,Real,Fake,0.5,"The date displayed at the bottom ('১২ এপ্রিল ২০২৬') is in the future, and the headline describes a fabricated event regarding Shirin Sharmin Chaudhury, violating factual plausibility and internal consistency."
DS_01_CRM_049.jpg,Real,Fake,0.56,"The date listed at the bottom shows 'মার্চ ৩, ২০২৬' (March 3, 2026), which is in the future, making the content anachronistic and internally inconsistent."
DS_01_CRM_050.jpg,Real,Fake,0.6,"The date shown at the bottom ('এপ্রিল ২৯, ২০২৬') is far in the future, making the photocard anachronistic and internally inconsistent."
DS_01_CRM_055.jpg,Real,Fake,0.44,"The date shows 'মে ১৪, ২০২৬' (May 14, 2026), which is in the future relative to the current timeframe, making the photocard anachronistic and fabricated."
DS_01_CRM_056.jpg,Real,Real,0.17,"The typography, logo branding, layout style, and language quality closely match the established publishing standards of The Daily Star Bangla."
DS_01_CRM_070.jpg,Real,Fake,0.5,"The factual/content plausibility and visual template consistency dimensions influenced this verdict, as the date given ('৯ এপ্রিল' for the verdict) conflicts with established legal timelines and shows stylistic deviations atypical for The Daily Star."
DS_01_CRM_110.jpg,Real,Real,0.18,"The outlet identity, visual template consistency, and language quality closely match the professional publishing style of The Daily Star Bangla for prominent opinion pieces, aligning well with the historical context of the July 2024 protests."
DS_01_DIS_018.jpg,Real,Fake,0.47,"The date format at the bottom ('৮ জুন ২০২৬') references a future year (2026), making the content factually impossible and internally inconsistent."
DS_01_DIS_082.jpg,Real,Fake,0.4,"The photocard lacks any visible news outlet logo, name branding, or domain, which is inconsistent with professional news outlet publishing standards."
DS_01_DIS_135.jpg,Real,Real,0.18,"The photocard displays authentic branding for The Daily Star Bangla, proper editorial formatting, and standard Bangla phrasing consistent with professional news reporting on weather events."
DS_01_ENT_006.jpg,Real,Fake,0.59,"The language quality and factual plausibility dimensions indicate manipulation, as 'Eid al-Adha' on '28 May' combined with a visibly unpolished font and layout does not match standard news publication practices of The Daily Star Bangla."
DS_01_ENT_019.jpg,Real,Fake,0.44,"The visual consistency and template layout show signs of digital manipulation, particularly in the headline text rendering and atypical branding style, pointing to a fabricated photocard."
DS_01_ENT_033.jpg,Real,Real,0.2,The photocard displays authentic branding for The Daily Star Bangla with consistent visual template styling and standard professional typography matching their cultural feature articles.
DS_01_ENT_034.jpg,Real,Fake,0.53,"Internal consistency and factual plausibility dimensions indicate this is a fabricated photocard, as it pairs a satirical or false claim about popular public figures with uncharacteristic template styling."
DS_01_ENT_039.jpg,Real,Fake,0.4,"The visual consistency and template elements do not match The Daily Star Bangla's standard professional news publishing style, indicating a fabricated photocard."
DS_01_ENT_057.jpg,Real,Real,0.33,"The outlet identity, standard professional Bangla typography, and plausible content regarding the iconic actress Suchitra Sen align with authentic cultural features published by The Daily Star Bangla."
DS_01_HLT_015.jpg,Real,Fake,0.49,"The date shown in the top right ('মে ২২, ২০২৬') is in the future relative to the current timeline, and the headline phrasing and typography exhibit inconsistencies typical of fabricated photocards."
DS_01_HLT_023.jpg,Real,Fake,0.49,"The date displayed is 'মে ১৭, ২০২৬' (May 17, 2026), which is in the future, pointing to a fabricated photocard."
DS_01_HLT_043.jpg,Real,Fake,0.41,"The date shown ('মার্চ ১৭, ২০২৬') is in the future, violating factual plausibility and internal consistency."
DS_01_HLT_099.jpg,Real,Fake,0.57,"The photocard lacks any recognizable news outlet logo or branding, making it unverifiable and typical of unverified social media content."
DS_01_HLT_100.jpg,Real,Fake,0.4,"The photocard completely lacks any visible news outlet logo, branding, or website handle, failing to establish outlet identity and template consistency."
DS_01_HLT_136.jpg,Real,Real,0.23,"The outlet identity, font usage, template consistency, and professional editorial style in Bangla closely match authentic posts published by The Daily Star Bangla on social media."
DS_01_HLT_139.jpg,Real,Real,0.34,"The outlet identity, font usage, and professional design layout are fully consistent with The Daily Star Bangla's standard publishing template."
DS_01_INT_002.jpg,Real,Fake,0.44,"The date shown is 'মে ২২, ২০২৬' (May 22, 2026), which is set in the future relative to current time, indicating a fabricated or anachronistic photocard."
DS_01_INT_009.jpg,Real,Fake,0.48,"The date shown in the top right ('মে ২৯, ২০২৬') is set in the future, and visual inconsistencies in the headline text typography indicate digital manipulation."
DS_01_INT_010.jpg,Real,Real,0.19,"The typography, logo branding for The Daily Star Bangla, layout, and language quality are fully consistent with professional publishing standards, aligning with dimension 3 (visual consistency) and dimension 4 (language quality)."
DS_01_INT_021.jpg,Real,Real,0.26,"The visual template, font style, and logo branding accurately match 'The Daily Star Bangla', and the professional quality across text and graphics aligns with standard editorial practices."
DS_01_INT_042.jpg,Real,Fake,0.41,"The date shown at the bottom ('১০ মার্চ ২০২৬') refers to a future date in March 2026, which is inconsistent with factual timelines, failing the factual and internal consistency dimensions."
DS_01_INT_048.jpg,Real,Fake,0.42,"The date shown at the bottom left reads 'মার্চ ২৩, ২০২৬' (March 23, 2026), which is set in the future, rendering the photocard internally inconsistent and fabricated."
DS_01_INT_054.jpg,Real,Fake,0.47,"The date shows 'মে ১৫, ২০২৬' (May 15, 2026), which is set in the future relative to the current real-world timeframe, making this photocard an anachronistic fabrication."
DS_01_INT_116.jpg,Real,Real,0.21,"The outlet identity, visual template consistency, and typography accurately match standard publishing styles of The Daily Star, with plausible text and correct logo usage."
DS_01_INT_122.jpg,Real,Real,0.27,"The photocard shows consistent visual branding for The Daily Star Bangla with correct typography, layout, and professional language quality matching real editorial standards."
DS_01_INT_150.jpg,Real,Real,0.21,"The visual template, font style, and logo match The Daily Star Bangla's standard publishing style, and the text correctly discusses political developments surrounding Joe Biden's potential alternatives in standard Bangla."
DS_01_POL_035.jpg,Real,Fake,0.45,"The date given is January 26, 2026, which is in the future relative to the current real-world timeline, making the content anachronistic and internally inconsistent."
DS_01_POL_065.jpg,Real,Fake,0.54,The visual template lacks standard professional news outlet branding and features unconventional phrasing in the headline that resembles typical social media gossip rather than editorial journalism.
DS_01_POL_108.jpg,Real,Real,0.25,"The outlet identity matches the official Prothom Alo stylized 'S' logo in the top right corner, and the visual layout, typography, and headline style are consistent with real news media photocards covering major protests in Dhaka."
DS_01_POL_112.jpg,Real,Real,0.19,"The visual template, typography, branding, and standard layout are consistent with The Daily Star Bangla's authentic publishing style, aligning well with known events from the July 2024 protests."
DS_01_SPT_036.jpg,Real,Fake,0.45,"The date shows 'February 3, 2026', which is an anachronism for current real-world timelines, pointing to a fabricated future date on the news card."
DS_01_SPT_038.jpg,Real,Fake,0.52,"The photocard shows severe internal inconsistency and poor visual/template execution, particularly with the date '১১ ফেব্রুয়ারি, ২০২৬' which is an anachronistic future date compared to typical reporting standards."
DS_01_SPT_089.jpg,Real,Real,0.33,"The outlet identity, font usage, and professional design layout are consistent with The Daily Star Bangla, aligning well with football match preview coverage."
DS_01_SPT_091.jpg,Real,Fake,0.49,"The image claims that Portugal won the FIFA U-17 World Cup Qatar 2025, which is an anachronistic and non-existent future event, making the factual content and timeline entirely implausible."
DS_01_SPT_123.jpg,Real,Fake,0.45,"Factual/content plausibility and language quality indicate this photocard is fabricated, as the claim of Mustafizur Rahman being bought for a record 6 crore rupees by Delhi Capitals contradicts real-world IPL auction facts and uses sensationalized clickbait phrasing."
DS_01_SPT_160.jpg,Real,Fake,0.56,"The date '১০ এপ্রিল ২০২৫' (April 10, 2025) is in the future relative to the current baseline of knowledge, pointing to anachronism and fabrication."
IT_01_BIZ_023.jpg,Real,Real,0.24,"The outlet identity and visual template match the professional standards of Independent Television, and the headline phrasing regarding gold price fluctuations is grammatically consistent with regular news reporting in Bangladesh."
IT_01_BIZ_031.jpg,Real,Real,0.34,"The visual template and logo match the authentic branding of Independent Television, and the typography and layout align with professional news broadcasting standards."
IT_01_BIZ_039.jpg,Real,Fake,0.59,"The Bangla text in the headline contains a grammatical redundancy ('কমেছে ৮ শতাংশ কমেছে'), which violates standard professional editorial style and indicates poor quality control."
IT_01_BIZ_046.jpg,Real,Real,0.28,"The photocard shows consistent visual branding for Independent Television, correct Bangla typography, and plausible financial news reporting standards."
IT_01_BIZ_064.jpg,Real,Real,0.22,"The outlet identity, branding elements, and Bangla typography closely match Independent Television's standard news photocard style and professional editorial quality."
IT_01_BIZ_099.jpg,Real,Real,0.29,"The outlet identity, logo, and template elements accurately match Independent Television's standard publishing style, and the Bangla text is written professionally without noticeable errors."
IT_01_BIZ_100.jpg,Real,Real,0.33,"The outlet logo, typography, and visual layout match Independent Television's standard news photocard style, and the text aligns with standard journalistic formatting."
IT_01_BIZ_150.jpg,Real,Fake,0.53,"The date listed at the bottom left ('২৫ সেপ্টেম্বর, ২০২৫') refers to a future date relative to current timelines, making the photocard internally inconsistent and fabricated."
IT_01_BIZ_186.jpg,Real,Real,0.3,"The outlet identity, logo, template consistency, and professional Bangla typography strongly align with Independent Television's standard publishing style."
IT_01_BIZ_196.jpg,Real,Real,0.27,"The outlet branding, URL, and visual template are consistent with Independent Television's standard design, and the Bangla text is written in a professional editorial style without obvious fabrication flaws."
IT_01_BIZ_199.jpg,Real,Real,0.32,"The outlet identity, logo, template consistency, and language quality match the professional branding and standard editorial style of Independent Television."
IT_01_BIZ_208.jpg,Real,Fake,0.59,"The date displayed at the top left reads '০৯ জানুয়ারি, ২০২৬', which is set in the future relative to the current real-world timeframe, indicating fabrication in the visual content."
IT_01_CRM_030.jpg,Real,Real,0.2,"The outlet identity, professional template styling, and standard editorial Bangla text align well with authentic news broadcasting standards, especially regarding political violence statistics."
IT_01_CRM_033.jpg,Real,Fake,0.54,"The language quality and phrasing exhibit a sensationalized, clickbait tone ('ভয়াবহ হামলা পরিকল্পনা নস্যাৎ') that deviates from professional editorial standards, combined with minor visual template inconsistencies around the text rendering."
IT_01_CRM_040.jpg,Real,Real,0.15,"The outlet branding matches Independent Television, the typography and visual layout are consistent with their standard news photocards, and the Bangla text is written in standard professional style."
IT_01_CRM_061.jpg,Real,Real,0.26,"The outlet identity, logo, template consistency, and professional Bangla editorial style all align correctly with genuine news reporting from Independent Television."
IT_01_CRM_085.jpg,Real,Real,0.24,"The outlet identity, logo, layout style, and professional Bangla editorial text are all consistent with authentic Independent Television news photocards."
IT_01_CRM_116.jpg,Real,Fake,0.52,"The date displayed at the bottom left reads '০৯ জুন, ২০২৫' (June 09, 2025), which is in the future relative to the timeline of real-world events, indicating internal inconsistency and fabrication."
IT_01_CRM_120.jpg,Real,Fake,0.47,"The factual content contains a major error regarding the number of victims attributed to the 'Twitter Killer' (Takahiro Shiraishi murdered 9 people, not 8), and the outlet 'Independent' uses a different branding style."
IT_01_CRM_131.jpg,Real,Fake,0.48,"The image clearly displays the 'INDEPENDENT' logo, but the scene in the background is a glaringly obvious AI-generated illustration rather than a real journalistic photograph, which violates professional publishing standards."
IT_01_CRM_134.jpg,Real,Fake,0.57,"The visual template and text formatting show signs of digital manipulation, particularly the mismatched font style and spacing in the headline, which deviates from standard professional news broadcasting standards."
IT_01_CRM_140.jpg,Real,Fake,0.56,"The date shown at the bottom left reads '২১ আগস্ট, ২০২৩' (August 21, 2023), but August 21 is historically associated with the tragic anniversary of the 2004 Dhaka grenade attack rather than a recent clash between Dhaka College and City College students, raising internal consistency and plausibility concerns."
IT_01_CRM_145.jpg,Real,Real,0.31,"The outlet identity, professional template consistency, and standard journalistic phrasing of the Bangla headline strongly align with the real publishing style of Independent Television."
IT_01_CRM_153.jpg,Real,Real,0.22,"The photocard shows consistent branding and template styling typical of the named news outlet, with clean Bangla typography and a coherent police press briefing image matching the headline context."
IT_01_CRM_159.jpg,Real,Real,0.31,"The photocard shows consistent visual styling with Independent Television's branding, correct standard Bangla typography, and plausible news reporting style regarding child abuse statistics."
IT_01_CRM_169.jpg,Real,Fake,0.58,"The language quality dimension strongly influences this verdict, as terms like 'পিয়ন' (peon) in the headline reflect an informal, non-standard editorial tone uncharacteristic of professional news outlets like Independent Television."
IT_01_CRM_174.jpg,Real,Real,0.33,"The photocard shows correct branding for Independent Television with standard formatting, consistent font styling, and plausible news reporting style in Bangla."
IT_01_CRM_178.jpg,Real,Fake,0.49,The language quality of the headline uses an uncharacteristically sensationalist tone and unusual phrasing ('প্লট দুর্নীতির ৩ মামলায় শেখ হাসিনার ২১ বছরের কারাদণ্ড') which contradicts the standard editorial practices typically seen in professional mainstream news outlets like Independent Television.
IT_01_CRM_183.jpg,Real,Real,0.3,"The outlet branding for Independent Television and the website handle match their established publishing style, and the visual layout demonstrates professional-grade consistency across all evaluated dimensions."
IT_01_CRM_187.jpg,Real,Real,0.24,"The outlet identity, template styling, professional Bangla typography, and plausible news event regarding local political clashes align well with standard reporting practices by Independent Television."
IT_01_CRM_190.jpg,Real,Real,0.18,"The photocard displays consistent branding from Independent Television, correct logo usage, clean Bangla typography, and an authentic-looking news graphic layout typical of their broadcast style."
IT_01_CRM_207.jpg,Real,Real,0.32,"The photocard shows consistent visual branding for Independent Television with clean layout, standard professional Bangla typography, and plausible news context."
IT_01_CRM_221.jpg,Real,Fake,0.5,"The date displayed at the bottom ('২১ ফেব্রুয়ারি, ২০২৬') contains an anachronism for the current timeline, and visual inspection of the typography reveals slight inconsistencies compared to standard Independent Television templates."
IT_01_CRM_226.jpg,Real,Fake,0.48,"The language quality dimension strongly indicates fabrication, as the headline contains a severely misspelled word (""মিলল"" instead of ""মিলল"" or similar errors, and broken/unnatural phrasing typical of poorly made fake photocards) and an unusual slash in the word ""অ/বৈধ"" which is never used in professional editorial style."
IT_01_DIS_012.jpg,Real,Real,0.23,"The visual template, branding of the news outlet, and standard Bangla editorial style align well with professional news standards, and the news about Assam floods corresponds to plausible major regional events."
IT_01_DIS_068.jpg,Real,Real,0.24,"The outlet identity, visual template consistency, and language quality match professional broadcasting standards used by Independent Television in Bangladesh."
IT_01_DIS_084.jpg,Real,Real,0.28,"The outlet identity, logo, template consistency, and professional Bangla editorial style all align correctly with established standards of the mentioned news outlet."
IT_01_DIS_089.jpg,Real,Real,0.34,"The outlet branding matches Independent Television, and the photographic content reflects real monsoon waterlogging events in Chattogram, displaying consistent template styling and natural Bengali editorial phrasing."
IT_01_DIS_091.jpg,Real,Real,0.32,"The outlet identity, logo, and template style accurately match the professional publishing standards of Independent Television, and the language quality in the headline is standard and grammatically correct."
IT_01_DIS_125.jpg,Real,Fake,0.55,"The photocard uses the 'Independent' brand logo alongside a conflicting domain (itvbd.com, which belongs to Independent Television), and features an exaggerated news claim about a major earthquake and tsunami with unusual clickbait formatting."
IT_01_DIS_137.jpg,Real,Fake,0.43,The language quality and phrasing regarding the flood casualties in Khyber Pakhtunkhwa show inconsistencies and clickbait framing uncharacteristic of standard professional editorial style from Independent Television.
IT_01_DIS_142.jpg,Real,Fake,0.52,"The date format in the footer ('০৪ সেপ্টেম্বর, ২০২৩') does not match the actual current calendar year of 2025/2026 for this type of ongoing breaking news template, pointing to a fabricated or recycled photocard."
