image_name,actual,prediction,confidence,reason
CH_01_INT_120.jpg,Real,Fake,0.43,"The text appears to be in a non-standard Bangla script, and the date format (15 September 2024) is unusual for Bangladesh news outlets."
CH_01_INT_123.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
CH_01_INT_141.jpg,Real,Real,0.18,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
CH_01_INT_152.jpg,Real,Fake,0.43,"The image appears to be digitally manipulated, as evidenced by the mismatched fonts and colors in the text overlay, which is inconsistent with professional news outlet styles."
CH_01_INT_155.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
CH_01_INT_170.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards without any obvious signs of digital manipulation or anachronistic claims."
CH_01_INT_174.jpg,Real,Fake,0.53,"The image appears to be digitally manipulated, as evidenced by the mismatched fonts and colors in the text elements, which are inconsistent with professional news outlet styles."
CH_01_INT_186.jpg,Real,Fake,0.55,"The date (02 August 2025) is anachronistic, as it appears to be a future date and contradicts known historical events in Gaza."
CH_01_POL_019.jpg,Real,Real,0.22,"The photocard appears to be from a real news outlet, as indicated by the logo and branding consistent with Channel24's style. The text is written in standard Bangla editorial style without any obvious signs of digital manipulation or clickbait."
CH_01_POL_064.jpg,Real,Real,0.3,"The photocard appears to be from a real news outlet, as indicated by the logo and branding consistent with Channel24BD's style. The text is written in standard Bangla editorial style without any obvious signs of digital manipulation or clickbait."
CH_01_POL_087.jpg,Real,Real,0.21,"The photocard appears to be from a real news outlet, as indicated by the logo and branding consistent with known outlets in Bangladesh. The text is written in standard Bangla editorial style without any obvious signs of digital manipulation or clickbait."
CH_01_POL_132.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
CH_01_SPT_008.jpg,Real,Real,0.33,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
CH_01_SPT_086.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
CH_01_SPT_112.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
CH_01_SPT_157.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
CH_01_SPT_178.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_BIZ_008.jpg,Real,Real,0.33,"The visual/template consistency, language quality, and factual/content plausibility all align with professional news outlet standards."
DS_01_BIZ_013.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_BIZ_020.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_BIZ_027.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_BIZ_032.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_BIZ_081.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_BIZ_117.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
DS_01_BIZ_127.jpg,Real,Real,0.35,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_BIZ_151.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_CRM_003.jpg,Real,Real,0.17,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_CRM_046.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_CRM_049.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_CRM_050.jpg,Real,Real,0.35,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_CRM_055.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_CRM_056.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_CRM_070.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_CRM_110.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_DIS_018.jpg,Real,Real,0.21,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_DIS_082.jpg,Real,Fake,0.5,"The text appears to be written in a non-standard, informal style typical of clickbait or fabricated content rather than professional news writing."
DS_01_DIS_135.jpg,Real,Real,0.17,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_ENT_006.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_ENT_019.jpg,Real,Real,0.17,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_ENT_033.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_ENT_034.jpg,Real,Real,0.21,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_ENT_039.jpg,Real,Real,0.33,"The photocard appears to be from a real news outlet, as indicated by the logo and branding consistent with known outlets in Bangladesh. The text is written in standard Bangla editorial style without any obvious signs of digital manipulation or clickbait."
DS_01_ENT_057.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_HLT_015.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_HLT_023.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_HLT_043.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_HLT_099.jpg,Real,Real,0.34,"The text appears to be written in a professional style, and the image elements are consistent with those typically used by news outlets for health or fitness-related content."
DS_01_HLT_100.jpg,Real,Real,0.3,"The text appears to be written in standard Bangla editorial style, and there are no obvious signs of digital editing or manipulation that would suggest the image is fake."
DS_01_HLT_136.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_HLT_139.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_INT_002.jpg,Real,Fake,0.46,"The text appears to be in a style typical of clickbait or sensationalist news, and there is no visible URL or domain that can be verified for authenticity."
DS_01_INT_009.jpg,Real,Real,0.21,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_INT_010.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_INT_021.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_INT_042.jpg,Real,Fake,0.52,"The headline and text appear to be a fabricated news item, as there is no credible source or context provided that aligns with the described event. The image itself does not provide any additional evidence of authenticity."
DS_01_INT_048.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_INT_054.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_INT_116.jpg,Real,Real,0.26,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_INT_122.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_INT_150.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_POL_035.jpg,Real,Real,0.35,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_POL_065.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
DS_01_POL_108.jpg,Real,Real,0.27,"The image appears professionally edited with consistent fonts and layout, and the Bangla text is written in a standard editorial style without any unnatural phrasing or clickbait tone."
DS_01_POL_112.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_SPT_036.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_SPT_038.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_SPT_089.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
DS_01_SPT_091.jpg,Real,Fake,0.54,"The text in Bangla appears to be a clickbait headline, lacking professional editorial style and factual content plausibility."
DS_01_SPT_123.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
DS_01_SPT_160.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_BIZ_023.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_BIZ_031.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_BIZ_039.jpg,Real,Real,0.21,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_BIZ_046.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_BIZ_064.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_BIZ_099.jpg,Real,Real,0.29,"The image appears to be from a professional news outlet, as indicated by the logo and layout consistency with typical news publications."
IT_01_BIZ_100.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_BIZ_150.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_BIZ_186.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_BIZ_196.jpg,Real,Real,0.26,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_BIZ_199.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_BIZ_208.jpg,Real,Real,0.18,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_CRM_030.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_CRM_033.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_CRM_040.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_CRM_061.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_CRM_085.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_CRM_116.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_120.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_131.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_134.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_140.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_145.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_153.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_CRM_159.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical style."
IT_01_CRM_169.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_174.jpg,Real,Real,0.21,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_CRM_178.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_CRM_183.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility all align with a professional news outlet's style without any obvious signs of digital manipulation or anachronistic elements."
IT_01_CRM_187.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_CRM_190.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_207.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_221.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_CRM_226.jpg,Real,Real,0.33,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_DIS_012.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with typical professional news outlets' style."
IT_01_DIS_068.jpg,Real,Real,0.25,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_DIS_084.jpg,Real,Real,0.2,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_DIS_089.jpg,Real,Real,0.29,"The image appears to be from a professional news outlet, as indicated by the logo and layout consistency with typical news publications."
IT_01_DIS_091.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_DIS_125.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_DIS_137.jpg,Real,Real,0.33,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_DIS_142.jpg,Real,Real,0.18,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_DIS_154.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_DIS_175.jpg,Real,Real,0.2,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_DIS_185.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_DIS_191.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_DIS_198.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_DIS_211.jpg,Real,Real,0.21,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_DIS_222.jpg,Real,Real,0.19,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_ENT_013.jpg,Real,Real,0.33,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_ENT_050.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_ENT_054.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_ENT_056.jpg,Real,Real,0.27,"The visual/template consistency, language quality, and factual plausibility all align with a professional news outlet's style."
IT_01_ENT_058.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_ENT_082.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_ENT_132.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_ENT_138.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_ENT_156.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_ENT_168.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_ENT_171.jpg,Real,Real,0.19,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_ENT_195.jpg,Real,Real,0.2,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_ENT_197.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_ENT_204.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_ENT_205.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_HLT_034.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_HLT_042.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_HLT_047.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_HLT_057.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_HLT_093.jpg,Real,Real,0.19,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_HLT_110.jpg,Real,Real,0.26,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_HLT_130.jpg,Real,Real,0.28,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_HLT_135.jpg,Real,Real,0.35,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_HLT_149.jpg,Real,Real,0.32,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_HLT_218.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_HLT_229.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_HLT_238.jpg,Real,Real,0.2,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_HLT_241.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_HLT_249.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_INT_003.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_INT_025.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_INT_048.jpg,Real,Real,0.26,"The visual/template consistency, language quality, and factual plausibility align with typical professional news outlets' style without any obvious signs of digital manipulation or clickbait."
IT_01_INT_104.jpg,Real,Real,0.22,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_INT_123.jpg,Real,Real,0.17,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_INT_144.jpg,Real,Real,0.34,"The visual/template consistency, language quality, and factual plausibility align with a professional news outlet's style."
IT_01_INT_189.jpg,Real,Real,0.26,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_INT_223.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_005.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_POL_020.jpg,Real,Real,0.2,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_066.jpg,Real,Real,0.15,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_POL_070.jpg,Real,Real,0.18,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_075.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_POL_105.jpg,Real,Real,0.31,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_POL_114.jpg,Real,Real,0.2,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_133.jpg,Real,Real,0.23,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_141.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_147.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_148.jpg,Real,Real,0.3,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_POL_163.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_POL_166.jpg,Real,Real,0.19,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlets' typical publishing style."
IT_01_POL_172.jpg,Real,Real,0.29,"The visual/template consistency, language quality, and factual plausibility all align with professional news outlet standards."
IT_01_POL_173.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
IT_01_POL_188.jpg,Real,Real,0.16,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical style."
IT_01_POL_193.jpg,Real,Real,0.24,"The visual/template consistency, language quality, and factual plausibility align with professional news outlets' typical publishing style."
