image_name,actual,prediction,confidence,verification_case,reason,matched_url
CH_01_INT_092.jpg,Real,Real,0.51,confirmed,"The photocard matches Channel 24 branding and layout, and the US State Department statement on the quota movement and Chhatra League is confirmed on Channel 24.", https://www.channel24bd.tv/international/article/216074
CH_01_INT_120.jpg,Real,Real,0.55,confirmed,"The photocard matches Channel 24 branding and layout, and the missile attack on Israel from Yemen report is confirmed on the claimed outlet's domain. ",https://www.channel24bd.tv/international/article/229712
CH_01_INT_123.jpg,Real,Fake,0.91,no_match_anywhere,"The photocard matches Channel 24 branding and layout, but could not be verified on the claimed outlet's domain.",
CH_01_INT_141.jpg,Real,Real,0.64,confirmed,"The photocard matches Channel 24 branding and layout, and the aircraft crash report in the UAE involving a Pakistani pilot is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/international/article/340005
CH_01_INT_152.jpg,Real,Real,0.15,confirmed,"The photocard matches Channel 24 branding and layout, and the international report regarding Iran's nuclear development during Trump's tenure is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/international/article/248132
CH_01_INT_155.jpg,Real,Real,0.47,confirmed,"The photocard matches Channel 24 branding and layout, and the report regarding the California wildfire and international context is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/international/article/248030
CH_01_INT_170.jpg,Real,Real,0.69,confirmed,"The photocard matches Channel 24 branding and layout, and the diplomatic report regarding Bangladesh seeking a 50-year master plan from China for river and water management is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/international/article/339998
CH_01_INT_174.jpg,Real,Fake,0.87,no_match_anywhere,"The photocard matches Channel 24 branding and layout, but could not be verified on the claimed outlet's domain.",
CH_01_INT_186.jpg,Real,Real,0.25,confirmed,"The photocard matches Channel 24 branding and layout, and the casualty update report regarding the conflict in Gaza is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/international/article/224523
CH_01_POL_019.jpg,Real,Real,0.72,confirmed,"The photocard matches Channel 24 branding and layout, and the political report featuring the Jamaat Ameer's statement on democracy and public opinion is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/politics/article/332155
CH_01_POL_064.jpg,Real,Real,0.13,confirmed,"The photocard matches Channel 24 branding and layout, and the political statement by Nurul Haque Nur regarding BNP and Awami League is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/politics/article/331346
CH_01_POL_087.jpg,Real,Fake,0.92,no_match_anywhere,"The photocard matches Channel 24 branding and layout, but could not be verified on the claimed outlet's domain.",
CH_01_POL_132.jpg,Real,Real,0.46,confirmed,"The photocard matches Channel 24 branding and layout, and the political report regarding clashes between two factions of the BNP over committee formation is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/politics/article/239630
CH_01_SPT_008.jpg,Real,Real,0.67,confirmed,"The photocard matches Channel 24 branding and layout, and the sports report regarding the World Cup opening day in 10 photos is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/sports/article/331976
CH_01_SPT_086.jpg,Real,Real,0.37,confirmed,"The photocard matches Channel 24 branding and layout, and the FIFA ranking changes report regarding Argentina and Brazil is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/sports/article/216072
CH_01_SPT_112.jpg,Real,Real,0.32,confirmed,"The photocard matches Channel 24 branding and layout, and the sports report regarding Bangladesh cricketers' targets on the India tour is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/sports/article/229787
CH_01_SPT_157.jpg,Real,Real,0.4,confirmed,"The photocard matches Channel 24 branding and layout, and the report regarding Vinicius wanting to become a club owner is confirmed on the claimed outlet's domain.", https://www.channel24bd.tv/sports/article/248131
CH_01_SPT_178.jpg,Real,Fake,0.9,no_match_anywhere,"The photocard matches Channel 24 branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_BIZ_008.jpg,Real,Real,0.35,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the budget report regarding social safety net allocations and programs is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3931271
DS_01_BIZ_013.jpg,Real,Real,0.83,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the economic report regarding LPG demand and rising prices is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/economy/industry/news-3928061
DS_01_BIZ_020.jpg,Real,Real,0.34,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding the protest in Savar over worker layoffs at Al-Muslim Group is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3931156
DS_01_BIZ_027.jpg,Real,Real,0.29,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding Google CEO Sundar Pichai's warning on the AI bubble is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-715206
DS_01_BIZ_032.jpg,Real,Real,0.46,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the feature regarding AI as human-created intelligence rather than a human replacement is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/tech-startup/news-726636
DS_01_BIZ_081.jpg,Real,Real,0.55,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the internet speed upgrade report by BTCL with unchanged prices is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-731066
DS_01_BIZ_117.jpg,Real,Real,0.4,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the income tax return submission deadline extension report is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/economy/industry/taxes-duties/news-647176
DS_01_BIZ_127.jpg,Real,Real,0.67,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the loan agreement report with ADB is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/economy/news-593876
DS_01_BIZ_151.jpg,Real,Real,0.73,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the economic review/frustration report is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/economy/news-593876
DS_01_CRM_003.jpg,Real,Real,0.74,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding a suspect taken into police custody after being blockaded for hours over child sexual assault allegations is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/crime-justice/news-3931656
DS_01_CRM_046.jpg,Real,Real,0.77,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding Shirin Sharmin Chaudhury's bail in the Lalbagh police station case is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/crime-justice/news-3915746
DS_01_CRM_049.jpg,Real,Real,0.59,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the International Crimes Tribunal report regarding the Rampura killing verdict petition is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/crime-justice/news-3903971
DS_01_CRM_050.jpg,Real,Real,0.45,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the DB report regarding the arrest of 4 TTP-ideology individuals and seizure of drones/weapons in Dhaka is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/crime-justice/news-3920591
DS_01_CRM_055.jpg,Real,Real,0.6,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding AI cameras on Dhaka streets and drivers starting to follow rules is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3924886
DS_01_CRM_056.jpg,Real,Real,0.2,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the Gazipur throat-slitting murder investigation report is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/crime-justice/news-3923701
DS_01_CRM_070.jpg,Real,Real,0.77,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding the Abu Sayed murder trial date is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/crime-justice/news-3904431
DS_01_CRM_110.jpg,Real,Real,0.61,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the opinion/editorial report by Mahfuz Anam regarding the killing of Abu Sayed is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/opinion/views/news-599406
DS_01_DIS_018.jpg,Real,Real,0.47,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the earthquake report regarding the 5.3 magnitude tremor originating in Bhutan and felt across Bangladesh is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3931486
DS_01_DIS_082.jpg,Real,Real,0.45,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the winter weather report regarding temperatures dropping in Tetulia is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/environment/weather/news-730756
DS_01_DIS_135.jpg,Real,Real,0.53,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the weather report regarding Cyclone Dana intensifying and approaching the coast is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/environment/news-593881
DS_01_ENT_006.jpg,Real,Real,0.4,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the religious announcement regarding moon sighting and Eid-ul-Adha date is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/lifestyle/news-471211
DS_01_ENT_019.jpg,Real,Fake,0.86,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_ENT_033.jpg,Real,Real,0.22,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the entertainment report regarding Ayub Bachchu's iconic song 'Koshto' completing 30 years is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/entertainment/music/news-446711
DS_01_ENT_034.jpg,Real,Fake,0.9,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_ENT_039.jpg,Real,Fake,0.86,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_ENT_057.jpg,Real,Real,0.51,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the cultural/entertainment feature on Suchitra Sen is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/entertainment/film/news-552321
DS_01_HLT_015.jpg,Real,Real,0.79,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the mental health research report regarding global psychological issues is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3927066
DS_01_HLT_023.jpg,Real,Real,0.74,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the health report regarding child mortality from measles and complications is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3925541
DS_01_HLT_043.jpg,Real,Real,0.51,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the health report by Prof. Dr. Md. Abu Hanif regarding pharyngitis causes and details is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/life-living/wellness/news-3908511
DS_01_HLT_099.jpg,Real,Real,0.76,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the health and fitness guide regarding what to eat after a workout when hungry is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/life-living/food-recipe/news-711881
DS_01_HLT_100.jpg,Real,Real,0.19,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the medical advisory report on anthrax transmission and prevention is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/life-living/wellness/news-704086
DS_01_HLT_136.jpg,Real,Real,0.31,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the health report on allergy types, symptoms, and treatments by Prof. Dr. Sohel Mahmud Arafat is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/life-living/wellness/news-624241
DS_01_HLT_139.jpg,Real,Real,0.21,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the medical report on kidney stones and prevention methods by Prof. Dr. Md. Mizanur Rahman is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/life-living/wellness/news-618061
DS_01_INT_002.jpg,Real,Real,0.64,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the international report regarding Trump's announcement to deploy additional troops to Poland is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3927021
DS_01_INT_009.jpg,Real,Real,0.41,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding the repatriation of the body of an expatriate killed in a missile attack in Iraq is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3929016
DS_01_INT_010.jpg,Real,Fake,0.89,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_INT_021.jpg,Real,Fake,0.87,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_INT_042.jpg,Real,Real,0.2,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the international report regarding Trump's hint on lifting sanctions on Russian oil is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3906011
DS_01_INT_048.jpg,Real,Fake,0.91,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_INT_054.jpg,Real,Real,0.52,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the international report regarding Gautam Adani being cleared in a corruption case after paying a fine is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3925101
DS_01_INT_116.jpg,Real,Real,0.84,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report featuring Ahmed al-Shara on Syria's interim government is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3921761
DS_01_INT_122.jpg,Real,Real,0.83,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the international report regarding Netanyahu's demand for completely shutting down Iran's nuclear program is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3914486
DS_01_INT_150.jpg,Real,Real,0.44,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the international political report regarding potential alternatives to Biden from Kamala Harris to Michelle Obama is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/international/news-3931606
DS_01_POL_035.jpg,Real,Real,0.58,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the political report on postal voting by expatriates is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3931411
DS_01_POL_065.jpg,Real,Real,0.11,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the political report featuring the law minister's remarks targeting Hasnat is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/politics/news-3928161
DS_01_POL_108.jpg,Real,Real,0.17,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding the 7-hour clash in Uttara-Azampur is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3914486
DS_01_POL_112.jpg,Real,Real,0.68,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the political report featuring remarks on the Abu Sayed shooting is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/news/bangladesh/news-3921761
DS_01_SPT_036.jpg,Real,Fake,0.85,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_SPT_038.jpg,Real,Real,0.48,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the sports report regarding the upcoming Women's BPL tournament in April is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/sports/cricket/news-3931411
DS_01_SPT_089.jpg,Real,Fake,0.88,no_match_anywhere,"The photocard matches The Daily Star Bangla branding and layout, but could not be verified on the claimed outlet's domain.",
DS_01_SPT_091.jpg,Real,Real,0.69,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding Ronaldo's congratulatory message to Portugal for winning the FIFA U-17 World Cup in Qatar is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/sports/football/news-3929101
DS_01_SPT_123.jpg,Real,Real,0.44,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding Mustafizur Rahman being bought by Delhi Capitals for 6 crore rupees is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/sports/cricket/news-3923306
DS_01_SPT_160.jpg,Real,Real,0.53,confirmed,"The photocard matches The Daily Star Bangla branding and layout, and the report regarding the Bangladesh women's cricket team's record win is confirmed on the claimed outlet's domain.", https://bangla.thedailystar.net/sports/cricket/news-3906011
IT_01_BIZ_023.jpg,Real,Fake,0.89,no_match_anywhere,"The photocard matches Independent Television branding and layout, but could not be verified on the claimed outlet's domain.",
IT_01_BIZ_031.jpg,Real,Fake,0.9,no_match_anywhere,"The photocard matches Independent Television branding and layout, but could not be verified on the claimed outlet's domain.",
IT_01_BIZ_039.jpg,Real,Real,0.37,confirmed,"The photocard matches Independent Television branding and layout, and the report regarding coal imports from China decreasing in May is confirmed on the claimed outlet's domain.", https://www.itvbd.com/economy/266206
IT_01_BIZ_046.jpg,Real,Real,0.62,confirmed,"The photocard matches Independent Television branding and layout, and the report regarding a 15% increase in remittance earnings in May is confirmed on the claimed outlet's domain.", https://www.itvbd.com/economy/265691
